id_solicitante,id_solicitacao_emprestimo,id_historico_banco,id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,id_solicitacao_emprestimo,motivo,pontuacao,valor_total_solicitado,taxa_juros,possibilidade_inadimplencia,renda_percentual,id_historico_banco,inadiplencia_anteior,tempo_primeira_solicitacao
3BKOi5jN-I6DF,g4EFeAT9-HtQ2,Ncc3CbUr-wYJI,3BKOi5jN-I6DF,27,39600,Hipoteca,4,g4EFeAT9-HtQ2,"Empreendimento ",G,2500,20.86,1,0.06,Ncc3CbUr-wYJI,S,8
4OyRp8JO-aPkl,WhXlHEZM-MrWk,pIBAMBQe-GRtX,4OyRp8JO-aPkl,21,36500,Aluguel,1,WhXlHEZM-MrWk,"Pessoal ",D,14400,15.05,1,0.39,pIBAMBQe-GRtX,N,4
X8qOJUHT-ZnGh,kKqqnDB8-CbGO,Al4yn82R-4Lqo,X8qOJUHT-ZnGh,23,67000,Aluguel,3,kKqqnDB8-CbGO,"Educativo ",A,25000,7.9,1,0.37,Al4yn82R-4Lqo,N,3
iePMaBQs-cGLE,RQ2ZDkIk-Ab45,bNiq85Za-SNgv,iePMaBQs-cGLE,23,44000,Aluguel,5,RQ2ZDkIk-Ab45,"Educativo ",C,8000,13.49,1,0.18,bNiq85Za-SNgv,S,2
1QnOzAoH-8pJc,RQ1LENav-di4q,q71FhGYl-BRyz,1QnOzAoH-8pJc,70,30000,Aluguel,NULL,RQ1LENav-di4q,"Medico ",B,10800,13.57,NULL,0.27,q71FhGYl-BRyz,N,7
7wgJtyI0-onS2,sNjZNNLX-7ZHC,HRy8grRr-f4al,7wgJtyI0-onS2,31,150000,Aluguel,NULL,sNjZNNLX-7ZHC,"Educativo ",D,35000,18.25,1,0.23,HRy8grRr-f4al,N,6
bBJHJdgE-0nft,KP4HlGHm-PSZW,giZCeEWr-9kAq,bBJHJdgE-0nft,27,30000,Aluguel,8,KP4HlGHm-PSZW,"Pessoal ",B,11000,9.91,1,0.37,giZCeEWr-9kAq,N,6
bMh3qHrs-YnLZ,XZOMh8qj-SAr1,yjnuhQND-P5hz,bMh3qHrs-YnLZ,30,19200,Hipoteca,2,XZOMh8qj-SAr1,Melhora_lar,C,4750,13.61,1,0.25,yjnuhQND-P5hz,S,8
bbLRZc2o-e9Yk,hvyIxZp2-1Atq,RwvL13ZN-FDKQ,bbLRZc2o-e9Yk,22,19200,Aluguel,2,hvyIxZp2-1Atq,Pagamento_debitos,A,6250,7.51,1,0.33,RwvL13ZN-FDKQ,N,3
J92vnAl0-2g5X,sT7ulWuS-BeKv,6Cc2fc12-1DMq,J92vnAl0-2g5X,25,22000,Aluguel,3,sT7ulWuS-BeKv,"Pessoal ",E,5000,16.32,1,0.23,6Cc2fc12-1DMq,N,3
GvPaza7c-06cg,zZGAqIuP-Jody,B8ZzhhKd-Rl2j,GvPaza7c-06cg,25,58313,Hipoteca,9,zZGAqIuP-Jody,"Medico ",E,5300,19.91,1,0.08,B8ZzhhKd-Rl2j,S,2
KdWxzEAP-8DuE,BoBldss7-cWgB,XutBI9fH-RjOs,KdWxzEAP-8DuE,25,96000,Aluguel,2,BoBldss7-cWgB,Melhora_lar,E,25000,15.68,1,0.26,XutBI9fH-RjOs,S,4
H1meYb5c-rKnq,9GBc6Jsg-gM1j,5OXQebwn-TXuu,H1meYb5c-rKnq,24,34400,Aluguel,8,9GBc6Jsg-gM1j,Pagamento_debitos,D,14000,16,1,0.41,5OXQebwn-TXuu,S,3
2wt9z0qJ-LpjG,9UswRTJo-YKGt,GbSjMnFy-buqN,2wt9z0qJ-LpjG,47,59827,Hipoteca,9,9UswRTJo-YKGt,"Educativo ",D,6000,15.58,1,0.1,GbSjMnFy-buqN,N,15
Av0IT3iL-S1hH,JIKMsJ13-GJSi,dbXgqTMS-4NSc,Av0IT3iL-S1hH,37,91800,Hipoteca,21,JIKMsJ13-GJSi,"Medico ",D,20000,14.84,1,0.19,dbXgqTMS-4NSc,S,12
z9wcGPTf-kyIT,nWGNTNF3-4ZXy,lKyCNAle-pEzT,z9wcGPTf-kyIT,27,32160,Aluguel,1,nWGNTNF3-4ZXy,"Medico ",D,4000,15.99,1,0.12,lKyCNAle-pEzT,N,9
dAkbvPCO-94w5,EcDvQxWo-dD6N,4UIOgsXG-2C2j,dAkbvPCO-94w5,23,8628,Propria,NULL,EcDvQxWo-dD6N,"Educativo ",A,1400,NULL,1,0.16,4UIOgsXG-2C2j,N,2
oGMlLurE-TdgN,4hcfUlWP-t0fO,LXY39b3O-BGJQ,oGMlLurE-TdgN,25,44000,Aluguel,2,4hcfUlWP-t0fO,"Medico ",D,10000,15.65,1,0.23,LXY39b3O-BGJQ,S,4
nLho59jQ-ptcU,No4cOD1C-LWJc,hdvLDbRX-ysnF,nLho59jQ-ptcU,23,39000,Aluguel,7,No4cOD1C-LWJc,"Medico ",D,15000,15.28,1,0.38,hdvLDbRX-ysnF,N,3
duBK87n9-kGRC,nxTPHyNi-Iiol,69yXuZ3c-sB07,duBK87n9-kGRC,29,61200,Hipoteca,2,nxTPHyNi-Iiol,"Medico ",F,15000,17.58,1,0.21,69yXuZ3c-sB07,N,5
D5IekU06-C4l2,Tiasb8qj-rZQv,2jw8W0oS-gQxn,D5IekU06-C4l2,29,39000,Aluguel,2,Tiasb8qj-rZQv,"Pessoal ",E,3000,16.7,1,0.08,2jw8W0oS-gQxn,S,7
wspoKamI-F85I,ZDgOS4KD-4qti,r1NA69Kx-XlhW,wspoKamI-F85I,41,49000,Aluguel,4,ZDgOS4KD-4qti,Melhora_lar,E,25000,17.04,1,0.51,r1NA69Kx-XlhW,N,13
bdFwRjFC-XfBU,3ACAOfZz-Z5pR,h96ZrmXm-2M4t,bdFwRjFC-XfBU,21,31680,Aluguel,5,3ACAOfZz-Z5pR,"Medico ",C,15000,12.61,1,0.47,h96ZrmXm-2M4t,S,4
cIzUaFEI-YJ8L,SEmtucbZ-dnlE,OMNU0b1u-ul8Q,cIzUaFEI-YJ8L,23,55000,Aluguel,5,SEmtucbZ-dnlE,Pagamento_debitos,B,20000,12.53,1,0.36,OMNU0b1u-ul8Q,N,2
7UeCq7Aa-Gdj1,r1vJlIgD-ugjL,M3a6NOvr-1eg3,7UeCq7Aa-Gdj1,28,50400,Aluguel,8,r1vJlIgD-ugjL,"Educativo ",D,18500,16.02,1,0.37,M3a6NOvr-1eg3,N,5
QUkRCkoq-z9pb,bsPEoph6-pX06,QbF9q3yN-Jimk,QUkRCkoq-z9pb,28,64049,Hipoteca,7,bsPEoph6-pX06,"Educativo ",B,NULL,9.32,NULL,0.08,QbF9q3yN-Jimk,N,7
LTqAHvlv-nEPo,Dx4CvyuJ-gSjU,z3JItQDw-2xOF,LTqAHvlv-nEPo,26,73008,Hipoteca,4,Dx4CvyuJ-gSjU,Pagamento_debitos,E,15000,15.68,1,0.21,z3JItQDw-2xOF,S,3
yFes1lLx-FuBD,ElbkhBLq-d7iG,Wx8Iex55-5sI8,yFes1lLx-FuBD,24,39000,Aluguel,4,ElbkhBLq-d7iG,Pagamento_debitos,C,8000,NULL,1,0.21,Wx8Iex55-5sI8,N,2
SoNFdkEJ-AitS,CwSPJ89E-wGTE,KODCLzun-eWhk,SoNFdkEJ-AitS,23,39000,Aluguel,7,CwSPJ89E-wGTE,"Medico ",A,12300,NULL,1,0.32,KODCLzun-eWhk,N,2
01lFJ6f4-Sb2E,Az3WnpHW-IUsu,wfzOarvK-1cOX,01lFJ6f4-Sb2E,28,51200,Aluguel,12,Az3WnpHW-IUsu,Pagamento_debitos,B,12000,NULL,1,0.23,wfzOarvK-1cOX,N,7
EDleAH72-51Ew,09UOG1dj-7tPc,YZMOBrrU-0wu0,EDleAH72-51Ew,23,83000,Hipoteca,7,09UOG1dj-7tPc,"Educativo ",B,24175,11.11,1,0.29,YZMOBrrU-0wu0,N,2
mdLr5MF9-jX3f,3b6UsLB5-Sib7,lMvJ0EmS-BM5S,mdLr5MF9-jX3f,43,46000,Aluguel,2,3b6UsLB5-Sib7,"Medico ",D,13000,15.7,1,0.28,lMvJ0EmS-BM5S,N,13
sJxQtgas-n0dk,JACb283o-xGmE,kX3zuTO3-pwG7,sJxQtgas-n0dk,22,17760,Hipoteca,6,JACb283o-xGmE,"Educativo ",C,4975,NULL,1,0.28,kX3zuTO3-pwG7,S,3
XPgTUAOo-aYOL,2Gb9NkoU-Nuck,YYllrqzc-jqE2,XPgTUAOo-aYOL,23,30000,Aluguel,7,2Gb9NkoU-Nuck,"Educativo ",C,10000,13.99,1,0.33,YYllrqzc-jqE2,N,2
pAuqJzM0-0pIl,5zhhlgEZ-jDrp,ZpQkkEgF-fsyf,pAuqJzM0-0pIl,26,39000,Aluguel,1,5zhhlgEZ-jDrp,"Empreendimento ",D,15000,16.07,1,0.38,ZpQkkEgF-fsyf,S,4
Is0moZqO-ICLm,ufwa5BWT-mt0w,YWoMgL5A-49D9,Is0moZqO-ICLm,24,39000,Aluguel,NULL,ufwa5BWT-mt0w,"Educativo ",B,13000,10.75,1,0.33,YWoMgL5A-49D9,N,4
YnlT0rhK-5mYc,JkyHUMni-LOzq,J2xQZAwF-zGW5,YnlT0rhK-5mYc,37,88000,Aluguel,4,JkyHUMni-LOzq,"Pessoal ",G,25000,19.66,1,0.28,J2xQZAwF-zGW5,S,12
pJgaBWEo-zbzY,wRZzsJfS-vKvR,qdPlmHoP-Zgxq,pJgaBWEo-zbzY,27,70000,Aluguel,11,wRZzsJfS-vKvR,"Pessoal ",B,25000,11.71,1,0.36,qdPlmHoP-Zgxq,N,7
4wRtwAOD-fdNb,p3xDLa1M-ZX8p,tML5tppy-RyL8,4wRtwAOD-fdNb,22,27000,Aluguel,3,p3xDLa1M-ZX8p,"Medico ",A,2800,7.51,1,0.1,tML5tppy-RyL8,N,3
LPuCqbuO-LNHm,rs492bhP-25yy,QszmRdAr-nzP2,LPuCqbuO-LNHm,38,18000,Aluguel,4,rs492bhP-25yy,"Educativo ",C,3000,13.23,1,0.17,QszmRdAr-nzP2,S,14
p7tjwIBF-zHQI,HBiq2y3I-Z6hF,ct8dM7aU-fzjB,p7tjwIBF-zHQI,27,13500,Aluguel,2,HBiq2y3I-Z6hF,"Medico ",B,8000,12.18,1,0.59,ct8dM7aU-fzjB,N,5
CKUHsc4m-JJ9w,UBy35Czx-9ALZ,KyxD3f6Q-xH94,CKUHsc4m-JJ9w,33,77100,Aluguel,6,UBy35Czx-9ALZ,Pagamento_debitos,A,35000,8.49,1,0.45,KyxD3f6Q-xH94,N,9
fZu0g2RQ-7d4F,ULKduhNw-8LdY,Y7LWPR31-JxtO,fZu0g2RQ-7d4F,33,18000,Aluguel,3,ULKduhNw-8LdY,"Educativo ",C,3300,11.97,1,0.18,Y7LWPR31-JxtO,N,8
4iFsCuH8-jqzF,EXdY2AYB-BNkl,toBZ4sMR-nKo4,4iFsCuH8-jqzF,27,32000,Aluguel,6,EXdY2AYB-BNkl,"Educativo ",B,10000,12.42,1,0.31,toBZ4sMR-nKo4,N,8
luzTyU1O-HwGP,CxnUAYrh-D7ys,SjA5dDht-BlZz,luzTyU1O-HwGP,27,54000,Aluguel,1,CxnUAYrh-D7ys,Melhora_lar,F,12750,NULL,1,0.24,SjA5dDht-BlZz,S,7
Fd2S9FMw-L0Ql,LgYIykzb-IOAL,iFtetIzK-x4kv,Fd2S9FMw-L0Ql,40,31504,Aluguel,13,LgYIykzb-IOAL,"Medico ",E,10000,NULL,1,0.32,iFtetIzK-x4kv,N,13
c2UzEMa2-Qm8d,CoYDBpPE-ALjN,CFnAhz56-3mIa,c2UzEMa2-Qm8d,24,76000,Hipoteca,9,CoYDBpPE-ALjN,Pagamento_debitos,D,7000,12.92,1,0.09,CFnAhz56-3mIa,N,3
OjQzC0lS-xF2L,YfRoRjDA-84Nu,vnl12AoR-Pm0T,OjQzC0lS-xF2L,41,52106,Aluguel,4,YfRoRjDA-84Nu,Pagamento_debitos,C,5000,12.84,1,0.1,vnl12AoR-Pm0T,N,17
vdcbGf6M-plmB,42atCq3R-1uC5,jBX7xf1B-zlcn,vdcbGf6M-plmB,25,19200,Propria,4,42atCq3R-1uC5,"Educativo ",B,3000,11.99,1,0.16,jBX7xf1B-zlcn,N,4
Q7jXBO5U-fGEQ,SWsuYywC-RvZu,rH6tU9gw-Xvq8,Q7jXBO5U-fGEQ,28,56000,Hipoteca,5,SWsuYywC-RvZu,Melhora_lar,C,5050,12.29,1,0.09,rH6tU9gw-Xvq8,S,5
CaMlE0JL-PfLe,8zrF4evG-TCkS,KeHX23uj-MG5g,CaMlE0JL-PfLe,34,19600,Aluguel,3,8zrF4evG-TCkS,"Pessoal ",B,4500,10.59,1,0.23,KeHX23uj-MG5g,N,9
uNbUGLez-1r5s,UCNzrxYC-n5sm,CvxSoWO9-38f2,uNbUGLez-1r5s,27,31513,Aluguel,11,UCNzrxYC-n5sm,Melhora_lar,A,5000,6.62,1,0.16,CvxSoWO9-38f2,N,7
MzUg7GJW-iGmI,QhN9t3QJ-4aUi,nfu8sSRA-ahH0,MzUg7GJW-iGmI,27,30000,Aluguel,5,QhN9t3QJ-4aUi,"Medico ",D,7000,15.62,1,0.23,nfu8sSRA-ahH0,N,6
fdv1iTWC-DQm7,OKmCcDBr-FObx,FJfPLpeg-R8mk,fdv1iTWC-DQm7,27,72000,Aluguel,9,OKmCcDBr-FObx,"Educativo ",B,25000,10.75,1,0.35,FJfPLpeg-R8mk,N,8
hgxAu1ar-OHeY,igTgYiU7-8Rlh,oOCk7urZ-gYZ3,hgxAu1ar-OHeY,25,26000,Aluguel,4,igTgYiU7-8Rlh,"Medico ",C,8000,12.87,1,0.31,oOCk7urZ-gYZ3,N,4
m3gGmzcZ-3Poy,nOgHcOPh-igy4,WLaZQRfw-KyY3,m3gGmzcZ-3Poy,29,82438,Aluguel,14,nOgHcOPh-igy4,"Pessoal ",B,3600,10.99,1,0.04,WLaZQRfw-KyY3,N,9
fd48DQox-LS8o,dFM2FnpC-v09j,5G6DtG6J-Wol1,fd48DQox-LS8o,25,32000,Aluguel,9,dFM2FnpC-v09j,"Medico ",E,NULL,7.88,NULL,0.16,5G6DtG6J-Wol1,N,5
fBQ8QazD-pmH2,TOjH7xOi-mTBW,nIKhtExS-ZOx3,fBQ8QazD-pmH2,22,25920,Aluguel,1,TOjH7xOi-mTBW,"Medico ",C,9000,10.59,1,0.35,nIKhtExS-ZOx3,N,2
SYjn4BnP-aRJ5,kK6iv5KF-vXT7,0uhsJweU-Iqwk,SYjn4BnP-aRJ5,32,58650,Aluguel,6,kK6iv5KF-vXT7,"Medico ",D,17400,15.05,1,0.25,0uhsJweU-Iqwk,N,6
TwEKdNKB-gG5x,xOLNd7Fe-1vMl,Q5Zufo0D-ddlA,TwEKdNKB-gG5x,22,30000,Aluguel,7,xOLNd7Fe-1vMl,"Medico ",A,7200,8.9,1,0.24,Q5Zufo0D-ddlA,N,2
s3GL4nB8-WEcB,HRWe2fpt-t2Dr,hpJcFnzR-Lu04,s3GL4nB8-WEcB,24,90100,Aluguel,6,HRWe2fpt-t2Dr,"Medico ",B,13000,12.69,1,0.12,hpJcFnzR-Lu04,N,4
3tN5ipTG-5Et8,ucMbBdey-uqDu,62sXqwg0-388X,3tN5ipTG-5Et8,29,24000,Aluguel,NULL,ucMbBdey-uqDu,"Empreendimento ",C,7750,13.85,1,0.32,62sXqwg0-388X,N,8
TucpfT4t-OtZg,iya6DZqm-jK5t,xoicQd2H-1LCJ,TucpfT4t-OtZg,26,44000,Aluguel,5,iya6DZqm-jK5t,Pagamento_debitos,C,4600,13.99,1,0.1,xoicQd2H-1LCJ,N,4
XWWNREUL-lU3v,22ZCnE9s-kAil,9Opx6bNp-fkfW,XWWNREUL-lU3v,28,33000,Aluguel,10,22ZCnE9s-kAil,"Pessoal ",A,15000,NULL,1,0.45,9Opx6bNp-fkfW,N,6
yaDRZcQl-707P,Ccn6cIUi-Iq70,yXCtc4IK-3trp,yaDRZcQl-707P,36,64000,Hipoteca,20,Ccn6cIUi-Iq70,Pagamento_debitos,E,6800,18.39,1,0.11,yXCtc4IK-3trp,S,12
PwLDl0it-usNr,LRLR03uY-R4iv,z0Jdp7Oj-PxhH,PwLDl0it-usNr,26,28000,Aluguel,5,LRLR03uY-R4iv,"Empreendimento ",A,9800,7.29,1,0.35,z0Jdp7Oj-PxhH,N,4
Rpc2XzFd-Z4y3,KITEfwDq-NXMY,XguTrX7o-Pd2z,Rpc2XzFd-Z4y3,23,95000,Aluguel,2,KITEfwDq-NXMY,"Empreendimento ",A,35000,7.9,1,0.37,XguTrX7o-Pd2z,N,2
3diiawqm-5L6M,zcP64gJ1-NRgE,fzxlbKfp-com5,3diiawqm-5L6M,25,36996,Aluguel,2,zcP64gJ1-NRgE,"Educativo ",E,12450,16.32,1,0.34,fzxlbKfp-com5,N,2
lurjad7H-HoAK,gXFus8i2-Ew0A,s5Lr66PI-Lfz9,lurjad7H-HoAK,22,78700,Hipoteca,6,gXFus8i2-Ew0A,Pagamento_debitos,A,7000,7.68,1,0.09,s5Lr66PI-Lfz9,N,3
afYwYANE-SKp0,BjGu3fKF-lBCr,CZX3OkbS-qjoG,afYwYANE-SKp0,23,42000,Aluguel,3,BjGu3fKF-lBCr,Melhora_lar,D,8000,15.58,1,0.19,CZX3OkbS-qjoG,N,2
EyXiM6wK-aUvb,Xki3yNvm-MRYj,rdyC4zmx-INsY,EyXiM6wK-aUvb,24,32000,Aluguel,5,Xki3yNvm-MRYj,"Educativo ",C,12000,13.85,1,0.38,rdyC4zmx-INsY,N,3
m5pFFwqC-1WQR,DZHlC7M0-m5Qo,h3graqDS-6Gyi,m5pFFwqC-1WQR,55,50000,Aluguel,2,DZHlC7M0-m5Qo,Pagamento_debitos,A,20000,7.51,1,0.4,h3graqDS-6Gyi,N,28
BfPB7wzM-pjvo,6QrpGHbv-KzYX,3pIipMaU-9x8C,BfPB7wzM-pjvo,25,78000,Hipoteca,8,6QrpGHbv-KzYX,Pagamento_debitos,D,6000,15.62,1,0.08,3pIipMaU-9x8C,N,3
OzsnPo6z-Irw2,m2knercx-yufc,UYaIvf9m-Gb98,OzsnPo6z-Irw2,27,18000,Aluguel,2,m2knercx-yufc,"Pessoal ",D,2500,14.74,1,0.14,UYaIvf9m-Gb98,N,8
beM6F3Wc-vsUG,lbtlsnXG-XodK,iaLnp5vt-OBj8,beM6F3Wc-vsUG,27,49600,Aluguel,2,lbtlsnXG-XodK,"Empreendimento ",D,8400,NULL,1,0.17,iaLnp5vt-OBj8,S,5
vryAyP7a-tCnf,BGM3oL9R-R0xa,7QUDuedD-53Tv,vryAyP7a-tCnf,35,17640,Propria,NULL,BGM3oL9R-R0xa,"Medico ",D,4000,16.29,1,0.23,7QUDuedD-53Tv,N,7
kjT1DsKX-QYTY,Jxg84FbA-fBzs,f9PnTqe9-lnfD,kjT1DsKX-QYTY,22,48000,Aluguel,3,Jxg84FbA-fBzs,Melhora_lar,A,13000,7.88,1,0.27,f9PnTqe9-lnfD,N,3
xh4Yju6p-eHk0,9nWDM7vl-e1KB,NE5CFsBi-9Zq6,xh4Yju6p-eHk0,25,75000,Aluguel,9,9nWDM7vl-e1KB,Pagamento_debitos,B,25000,10.36,1,0.33,NE5CFsBi-9Zq6,N,2
Fx6AvEpC-3OCl,O4IksAsw-DbvL,BBfvaRyr-H2HG,Fx6AvEpC-3OCl,22,36000,Aluguel,6,O4IksAsw-DbvL,Pagamento_debitos,B,13000,11.14,1,0.36,BBfvaRyr-H2HG,N,4
QUORAnym-9z5c,7QEZdm7E-tA5R,7yBsnkoi-A3Pf,QUORAnym-9z5c,28,38000,Aluguel,7,7QEZdm7E-tA5R,"Pessoal ",C,5000,13.49,1,0.13,7yBsnkoi-A3Pf,N,6
krmMias0-Qfp4,Fvq7kLAH-RnIg,irzSaGQW-EkTT,krmMias0-Qfp4,24,13000,Aluguel,4,Fvq7kLAH-RnIg,"Pessoal ",B,4000,9.88,1,0.31,irzSaGQW-EkTT,N,2
mfdQg2Ar-sEJy,5tCjsrwG-tYv1,YqQvc0K0-Rrad,mfdQg2Ar-sEJy,24,30000,Hipoteca,4,5tCjsrwG-tYv1,"Medico ",D,10000,15.99,1,0.33,YqQvc0K0-Rrad,S,2
XR9qPw2N-gNCk,GSCykxhu-2jyx,C46oyTDS-Rlm9,XR9qPw2N-gNCk,27,53550,Aluguel,3,GSCykxhu-2jyx,"Medico ",B,4200,11.99,1,0.07,C46oyTDS-Rlm9,N,8
uhzmEAco-HHBo,8uC6kNgn-HCWw,rko5AiN2-SQ2P,uhzmEAco-HHBo,25,31008,Aluguel,2,8uC6kNgn-HCWw,Pagamento_debitos,C,12000,13.79,1,0.39,rko5AiN2-SQ2P,N,4
k892F3RW-F22m,uNUTkfc3-DL2C,RA6KUqnJ-IbNB,k892F3RW-F22m,31,17000,Aluguel,3,uNUTkfc3-DL2C,"Empreendimento ",B,4575,11.48,1,0.27,RA6KUqnJ-IbNB,N,7
GjqvNfp6-rutK,Qy9wwh32-s5D6,PHENDMvi-s8Hh,GjqvNfp6-rutK,30,15600,Hipoteca,NULL,Qy9wwh32-s5D6,Pagamento_debitos,A,6250,5.79,1,0.4,PHENDMvi-s8Hh,N,6
BJB5UYda-1JkH,4CB7XA8P-6zJS,sB4zWhgi-tDTU,BJB5UYda-1JkH,23,50000,Hipoteca,7,4CB7XA8P-6zJS,"Medico ",D,7500,15.62,1,0.15,sB4zWhgi-tDTU,N,3
qTFEBiKS-PloR,t6NlTz2B-WrGl,Pzg5SeCX-uJyr,qTFEBiKS-PloR,24,61200,Hipoteca,8,t6NlTz2B-WrGl,"Educativo ",C,2500,NULL,1,0.04,Pzg5SeCX-uJyr,N,4
aemAq0Kz-Cht0,FaI8nhlg-HHD8,8C3gKEdM-aqlq,aemAq0Kz-Cht0,22,34000,Hipoteca,4,FaI8nhlg-HHD8,"Pessoal ",D,7750,15.21,1,0.23,8C3gKEdM-aqlq,N,2
0FWvbQqZ-zbh9,rhgOxOXd-I3Ro,Qlox83UJ-9J7r,0FWvbQqZ-zbh9,40,38000,Aluguel,4,rhgOxOXd-I3Ro,Pagamento_debitos,D,7000,15.99,1,0.18,Qlox83UJ-9J7r,N,16
0FIMaAm6-xFsK,1QCY01El-ubrY,687IPyYp-jcig,0FIMaAm6-xFsK,28,50000,Aluguel,2,1QCY01El-ubrY,"Educativo ",D,2000,16.89,1,0.04,687IPyYp-jcig,N,5
ogK8YOOe-nqfu,uIiydoRz-Yc3l,nU7KIn2b-WUUe,ogK8YOOe-nqfu,27,55000,Aluguel,3,uIiydoRz-Yc3l,Pagamento_debitos,C,20000,13.48,1,0.36,nU7KIn2b-WUUe,N,9
BgyJaXyT-FYvX,D08w603M-opwE,UnIwcZlS-AKBH,BgyJaXyT-FYvX,24,24148,Aluguel,1,D08w603M-opwE,"Educativo ",B,9975,11.48,1,0.41,UnIwcZlS-AKBH,N,4
0LLA4h62-FxpD,DArwTcCo-UvP5,HlptQ9QY-Fe2v,0LLA4h62-FxpD,22,45000,Aluguel,1,DArwTcCo-UvP5,Pagamento_debitos,C,20000,13.92,1,0.44,HlptQ9QY-Fe2v,S,3
eh8znsvt-5zlj,s3usWEHI-GKvf,fU7fuzR4-tFQY,eh8znsvt-5zlj,23,62900,Aluguel,1,s3usWEHI-GKvf,"Medico ",E,16000,16.35,1,0.22,fU7fuzR4-tFQY,N,4
hN1owdTN-ONvu,xRq4qRLq-zL0N,jXkoWcqK-upDF,hN1owdTN-ONvu,26,29000,Hipoteca,1,xRq4qRLq-zL0N,Melhora_lar,B,NULL,NULL,1,0.13,jXkoWcqK-upDF,N,3
OULZEbmG-xnuS,B8LEFMjM-A8CQ,6SheX71X-L9PJ,OULZEbmG-xnuS,40,38000,Aluguel,4,B8LEFMjM-A8CQ,Pagamento_debitos,D,7000,15.99,1,0.18,6SheX71X-L9PJ,N,16
tsZPodZy-7a1W,lYSXEBeJ-IlBX,ao5d3JB9-lyIe,tsZPodZy-7a1W,29,19200,Propria,7,lYSXEBeJ-IlBX,"Empreendimento ",A,6000,NULL,1,0.31,ao5d3JB9-lyIe,N,5
ozxQGUie-1eIC,wJsQkwBi-eCvw,fCbqQQCB-CLMq,ozxQGUie-1eIC,24,39000,Aluguel,5,wJsQkwBi-eCvw,"Medico ",D,20000,14.74,1,0.51,fCbqQQCB-CLMq,N,2
xkvS5KuG-0udY,jZqfuHHo-hDzH,Hg8Sf36h-d4sb,xkvS5KuG-0udY,30,36432,Aluguel,1,jZqfuHHo-hDzH,"Educativo ",D,19000,15.21,1,0.52,Hg8Sf36h-d4sb,S,5
IrRgPlM4-I4uf,0xm86pTX-tS43,r4ezJll1-Tyzd,IrRgPlM4-I4uf,22,18000,Aluguel,1,0xm86pTX-tS43,"Medico ",B,1800,12.18,1,0.1,r4ezJll1-Tyzd,N,3
JDWUrrmT-vyDR,3Q6Q8KLz-J0bY,2vx998h7-zz6E,JDWUrrmT-vyDR,26,88000,Aluguel,2,3Q6Q8KLz-J0bY,"Empreendimento ",D,25000,15.65,1,0.28,2vx998h7-zz6E,N,3
K6fKNrSe-csWI,cC8eI8v1-Kxot,gQs29Fc5-ORmX,K6fKNrSe-csWI,43,60000,Aluguel,2,cC8eI8v1-Kxot,"Educativo ",D,10000,13.24,1,0.17,gQs29Fc5-ORmX,S,15
cikxDXAu-Ix6s,u3qeYCYM-qCwy,GTfuhamB-TbA9,cikxDXAu-Ix6s,28,66725,Aluguel,3,u3qeYCYM-qCwy,"Medico ",D,9000,16.29,1,0.11,GTfuhamB-TbA9,N,8
F9s2xwXx-tQfp,WmIJmj8u-geOm,I8vS2nX4-P1zg,F9s2xwXx-tQfp,23,45000,Hipoteca,6,WmIJmj8u-geOm,"Medico ",B,5000,10.74,1,0.11,I8vS2nX4-P1zg,N,2
8PrERSqK-zpxO,doOjzEvv-pntz,wmBasIQZ-T3n8,8PrERSqK-zpxO,29,32108,Aluguel,4,doOjzEvv-pntz,"Empreendimento ",E,2500,15.68,1,0.08,wmBasIQZ-T3n8,S,5
11Qs2CFk-WT4S,S9RXgTYX-sJYE,IgJmGau6-biYz,11Qs2CFk-WT4S,28,38295,Aluguel,5,S9RXgTYX-sJYE,"Pessoal ",C,12000,NULL,1,0.31,IgJmGau6-biYz,N,7
dxkYnL7E-l5yB,Nc62hX5m-mKiY,DZSwLxa5-aDDi,dxkYnL7E-l5yB,22,69000,Aluguel,6,Nc62hX5m-mKiY,Pagamento_debitos,B,20000,10.99,1,0.29,DZSwLxa5-aDDi,N,4
RlgMnfsL-Wg4D,67FnuLlI-ZMEk,cwSo7vBl-hDDJ,RlgMnfsL-Wg4D,33,26000,Hipoteca,1,67FnuLlI-ZMEk,Pagamento_debitos,B,15000,9.76,1,0.58,cwSo7vBl-hDDJ,N,6
yAYEB6DC-fA9Q,T5jyuGbZ-WAqz,lkXklYMD-pPeL,yAYEB6DC-fA9Q,27,75805,Aluguel,1,T5jyuGbZ-WAqz,Pagamento_debitos,E,13450,16.32,1,0.18,lkXklYMD-pPeL,N,8
T3O1IOUK-Abjo,f7g0k06d-N7zK,revzlTeE-AAiW,T3O1IOUK-Abjo,27,91800,Hipoteca,5,f7g0k06d-N7zK,"Medico ",D,25000,15.95,1,0.23,revzlTeE-AAiW,N,9
agPQltMg-bPUc,oPSL86HL-OIE9,kE7GkfY5-zO7N,agPQltMg-bPUc,25,58650,Aluguel,7,oPSL86HL-OIE9,"Medico ",D,5600,14.84,1,0.08,kE7GkfY5-zO7N,N,4
0BxkI26g-Du5P,qwUE83Af-P0SD,DEpHkEMW-kJTZ,0BxkI26g-Du5P,21,29000,Aluguel,5,qwUE83Af-P0SD,Pagamento_debitos,B,11325,9.91,1,0.39,DEpHkEMW-kJTZ,N,3
